@id	@sens-resultat	abus	abusif considérant	abusif pouvoir	abusif à hauteur	accueillir	acquitter	adversaire	affaire	agir	agir en justice	ajouter	allouer	allouer à monsieur	alors	amende	amende civil	appel	appelant	appeler	application	argument	assurance	attribution	audience	autre	avant	avocat	avril	caractère	caractère abusif	cause	causer	celui	celui qui agir	chacun	charge	circonstance	circonstance particulier	civil celui	civil la condamner	code de procédure	commander	comme	comprendre	condamnation	condamne	condamner	condamner monsieur	condamner à verser	confirmer	conseil	considérant	constater	constitutif	contestation	contester	contractuel	contraindre	convenir	convenir convier	convier	cour	demande reconventionnel	demander	dette	deux	deux foi	deux foi fois	devant	devant le cour	devoir	dilatoire	dilatoire ou abusif	dispos	disposition	dit	dommage	dommage et intérêt	donc	donner au litige	dont	droit	décision	défaut	défendre	défense	délai	dépens	effet	encore	engager	entier	entier dépens	euro au titre	euro en application	euro à titre	exposer	exécution	faire	faire application	faire droit	fait	fin	foi	fondement	former	frais	frais irrépétibles	février	hauteur	in	intimer	intérêts pour procédure	irrépétibles	juge	justement	justice	justice de manière	lieu	litige	mai	manière	manière dilatoire	mauvais	mauvais foi	maximum	mener	monsieur	montant	méprendre	nature	non	nouveau	obligation	obtenir	ordonnance	outre	paiement	particulier	partie	payer	payer le somme	payer payer	permettre	pouvoir	premier	premier instance	premier juge	procédure abusif considérant	procédure civil	profit	prononcer	préjudice	présent	présenter	reconnaître	rejet	rejeter	relatif	réclamer	régler	régler un amende	résulter	savoir	sen	sen sens	sens	seulement	solution	somme	statuer	succomber	terme	titre	titre de amende	titre de dommage	titre de dommages	toujours	tout	tout son disposition	verser	verser du dommage	verser à monsieur
CAPAR1415151_acpa-accepte	acpa-accepte	0.0	0.09266573535056652	0.0	0.0	0.0	0.0	0.0	0.0	0.04065448521137418	0.09266573535056652	0.0	0.0	0.0	0.0	0.004601627427194612	0.004601627427194612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09266573535056652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004601627427194612	0.013804882281583835	0.013804882281583835	0.0	0.0	0.22030757344859814	0.004601627427194612	0.013804882281583835	0.0	0.0	0.0	0.025639836712489514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04387369795035812	0.0	0.0	0.0	0.0	0.013804882281583835	0.0	0.0	0.0	0.09266573535056652	0.0	0.03643066659362933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04065448521137418	0.0	0.09266573535056652	0.0	0.0	0.0	0.006344951725912381	0.0	0.0	0.0	0.025639836712489514	0.0	0.0	0.0	0.010200913033828177	0.0	0.0	0.0	0.025639836712489514	0.09266573535056652	0.0	0.05026722536625772	0.09266573535056652	0.05026722536625772	0.0	0.0	0.0	0.0	0.0	0.006344951725912381	0.09266573535056652	0.09266573535056652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013804882281583835	0.013804882281583835	0.013804882281583835	0.0	0.025639836712489514	0.0	0.0	0.0	0.09266573535056652	0.004601627427194612	0.0	0.0	0.0	0.025639836712489514	0.0	0.0	0.09266573535056652	0.0	0.025639836712489514	0.0	0.09266573535056652	0.09266573535056652	0.09266573535056652	0.0	0.09266573535056652	0.09266573535056652	0.09266573535056652	0.0	0.09266573535056652	0.0052072264018320075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAVER1501501_acpa-accepte	acpa-accepte	0.0	0.0	0.0	0.0	0.0	0.04804549610667866	0.013293788370484888	0.013293788370484888	0.021078610163213492	0.0	0.0	0.026062640861709938	0.04804549610667866	0.013293788370484888	0.0023858600139659153	0.0023858600139659153	0.0026998520528579016	0.013293788370484888	0.013293788370484888	0.0	0.0	0.0	0.04804549610667866	0.04804549610667866	0.013293788370484888	0.04804549610667866	0.0	0.0	0.013293788370484888	0.013293788370484888	0.0	0.09064823821654133	0.003921280561724028	0.0	0.0	0.0	0.04804549610667866	0.013293788370484888	0.0	0.0	0.0023858600139659153	0.0	0.0	0.0	0.0	0.11422546448644498	0.0023858600139659153	0.0	0.0	0.0	0.04804549610667866	0.0	0.04804549610667866	0.0	0.09064823821654133	0.04804549610667866	0.04804549610667866	0.04804549610667866	0.04804549610667866	0.04804549610667866	0.04804549610667866	0.0052889876241441055	0.013293788370484888	0.013293788370484888	0.013293788370484888	0.07281973755370648	0.0	0.0	0.04804549610667866	0.0	0.0	0.026062640861709938	0.0	0.04804549610667866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01888863713611296	0.0	0.013293788370484888	0.013293788370484888	0.09064823821654133	0.04804549610667866	0.005067126170580903	0.0	0.0	0.012171773390528775	0.0	0.0	0.0	0.0	0.0	0.012171773390528775	0.013293788370484888	0.0	0.0	0.0	0.04804549610667866	0.013293788370484888	0.0	0.003289741912597078	0.0	0.003921280561724028	0.007157580041897747	0.0	0.0	0.013293788370484888	0.04804549610667866	0.0052889876241441055	0.007157580041897747	0.0052889876241441055	0.0	0.0	0.0	0.018698669873581517	0.026062640861709938	0.0	0.0	0.0	0.0	0.0	0.0	0.04804549610667866	0.003289741912597078	0.04804549610667866	0.0	0.0	0.0	0.0	0.04804549610667866	0.0	0.0	0.0	0.0	0.04804549610667866	0.0052889876241441055	0.0	0.0	0.0	0.04804549610667866	0.013293788370484888	0.007582571112846044	0.013293788370484888	0.026062640861709938	0.0	0.0023858600139659153	0.0	0.013293788370484888	0.013293788370484888	0.0	0.0	0.04804549610667866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04804549610667866	0.0	0.0026998520528579016	0.007157580041897747	0.0	0.013293788370484888	0.005067126170580903	0.0	0.0	0.012171773390528775	0.04804549610667866	0.0	0.0	0.007157580041897747	0.0	0.013293788370484888
CABAS1400506_acpa-accepte	acpa-accepte	0.0	0.0	0.0	0.0	0.02239899754562723	0.0	0.0	0.0	0.0	0.0	0.08095291721066301	0.0	0.0	0.0	0.004019988216126796	0.004019988216126796	0.004549040335243054	0.0	0.0	0.006607052198362068	0.08095291721066301	0.08095291721066301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031505801727274636	0.0	0.0	0.0	0.15273521803880516	0.02239899754562723	0.0	0.0	0.0	0.0	0.004019988216126796	0.0	0.0	0.0	0.02673459607836427	0.1924610071543278	0.004019988216126796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008911532026121424	0.0	0.0	0.0	0.12269558362761847	0.0	0.0	0.08095291721066301	0.02239899754562723	0.0	0.0	0.0	0.0	0.0	0.0	0.012059964648380389	0.006607052198362068	0.0	0.0	0.0	0.03182588176229599	0.0	0.0	0.0	0.15273521803880516	0.0	0.00853771276442287	0.0	0.0	0.0	0.0	0.0	0.08095291721066301	0.02239899754562723	0.008911532026121424	0.0	0.0	0.035515815669166624	0.15273521803880516	0.0	0.0	0.0	0.02239899754562723	0.0	0.020508489732369687	0.0	0.0	0.0	0.02239899754562723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08095291721066301	0.08095291721066301	0.0	0.0	0.005542958784390613	0.0	0.0	0.0	0.0	0.0	0.0	0.012059964648380389	0.0	0.02239899754562723	0.0	0.08095291721066301	0.0	0.0	0.0	0.0	0.08095291721066301	0.02239899754562723	0.012776041487411427	0.02239899754562723	0.0	0.0	0.004019988216126796	0.0	0.0	0.02239899754562723	0.0	0.02239899754562723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00853771276442287	0.0	0.02239899754562723	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CACHA1502356_acpa-accepte	acpa-accepte	0.013777303451585907	0.0	0.015047318950568909	0.05438298579061409	0.0	0.0	0.0	0.0	0.023859005523570544	0.05438298579061409	0.0	0.029500459824604166	0.0	0.0	0.002700569288530388	0.002700569288530388	0.0030559787644053845	0.0	0.0	0.004438521034224594	0.0	0.0	0.0	0.0	0.0	0.0	0.015047318950568909	0.0	0.0	0.0	0.0	0.10260528562195662	0.004438521034224594	0.015047318950568909	0.10260528562195662	0.015047318950568909	0.05438298579061409	0.0	0.05438298579061409	0.05438298579061409	0.002700569288530388	0.0	0.0	0.05438298579061409	0.0	0.0	0.002700569288530388	0.0	0.05438298579061409	0.008101707865591164	0.0	0.0	0.0	0.05438298579061409	0.10260528562195662	0.0	0.0	0.0	0.05438298579061409	0.05438298579061409	0.05438298579061409	0.0	0.0	0.0	0.0	0.0824250985746191	0.05438298579061409	0.05438298579061409	0.0	0.0	0.0	0.029500459824604166	0.015047318950568909	0.0	0.02574827343882329	0.0	0.008101707865591164	0.004438521034224594	0.008101707865591164	0.0	0.008101707865591164	0.021380161892729545	0.008101707865591164	0.0	0.0	0.0	0.0	0.005735510565279489	0.015047318950568909	0.05438298579061409	0.0	0.013777303451585907	0.013777303451585907	0.0	0.0	0.00598663687792746	0.0	0.0	0.023859005523570544	0.10260528562195662	0.0	0.05438298579061409	0.0	0.015047318950568909	0.003723678641808953	0.0	0.004438521034224594	0.0	0.0	0.015047318950568909	0.0	0.0	0.0	0.0	0.00598663687792746	0.05438298579061409	0.015047318950568909	0.05438298579061409	0.0	0.0	0.0	0.029500459824604166	0.015047318950568909	0.0	0.0	0.015047318950568909	0.0	0.0	0.0	0.0	0.015047318950568909	0.008101707865591164	0.015047318950568909	0.0	0.0	0.05438298579061409	0.0	0.013777303451585907	0.0	0.00598663687792746	0.008101707865591164	0.0	0.008101707865591164	0.0	0.015047318950568909	0.008582757812941096	0.0	0.029500459824604166	0.0	0.002700569288530388	0.05438298579061409	0.0	0.015047318950568909	0.0	0.0	0.0	0.05438298579061409	0.008101707865591164	0.0	0.015047318950568909	0.0	0.0	0.05438298579061409	0.015047318950568909	0.0	0.0	0.0	0.0	0.0	0.0030559787644053845	0.0	0.01795991063378238	0.0	0.005735510565279489	0.05438298579061409	0.015047318950568909	0.0	0.0	0.013777303451585907	0.015047318950568909	0.008101707865591164	0.05438298579061409	0.0
CAMET1502360_acpa-accepte	acpa-accepte	0.0	0.0	0.049673207024704805	0.0	0.0	0.0	0.0	0.0	0.07876175979715555	0.17952549026659795	0.0	0.0	0.0	0.0	0.008914939451632872	0.008914939451632872	0.010088193539731607	0.0	0.0	0.01465214999036153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049673207024704805	0.0	0.0	0.0	0.01465214999036153	0.049673207024704805	0.0	0.0	0.0	0.0	0.0	0.0	0.008914939451632872	0.0	0.0	0.0	0.05928806068295242	0.426811754994208	0.008914939451632872	0.0	0.17952549026659795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17952549026659795	0.0	0.0	0.0	0.0	0.019762686894317472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0973849529610819	0.049673207024704805	0.0	0.08499848519573121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02674481835489862	0.0	0.0	0.0	0.0	0.01893368543841082	0.0	0.0	0.0	0.0	0.0	0.17952549026659795	0.049673207024704805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049673207024704805	0.0	0.0	0.0	0.0	0.0	0.0	0.049673207024704805	0.17952549026659795	0.0	0.0	0.0	0.0973849529610819	0.049673207024704805	0.0	0.0	0.049673207024704805	0.0	0.0	0.0	0.0	0.0	0.02674481835489862	0.0	0.0	0.02674481835489862	0.0	0.049673207024704805	0.04548071645460352	0.0	0.019762686894317472	0.0	0.0	0.0	0.0	0.049673207024704805	0.0	0.0	0.0	0.0	0.008914939451632872	0.0	0.0	0.049673207024704805	0.049673207024704805	0.0	0.0	0.0	0.0	0.0	0.049673207024704805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010088193539731607	0.0	0.05928806068295242	0.0	0.01893368543841082	0.0	0.0	0.0	0.0	0.04548071645460352	0.0	0.02674481835489862	0.0	0.0
CADIJ1501045_acpa-rejette	acpa-rejette	0.032772331107317684	0.0	0.035793340885490584	0.12936183217546843	0.0	0.0	0.035793340885490584	0.035793340885490584	0.0567538656354244	0.12936183217546843	0.12936183217546843	0.0	0.0	0.0	0.006423895010585945	0.006423895010585945	0.007269314222188842	0.035793340885490584	0.0	0.010557993548705536	0.0	0.0	0.0	0.0	0.035793340885490584	0.12936183217546843	0.035793340885490584	0.0	0.0	0.0	0.05034590940053789	0.0	0.010557993548705536	0.035793340885490584	0.0	0.035793340885490584	0.12936183217546843	0.035793340885490584	0.0	0.0	0.006423895010585945	0.0	0.0	0.0	0.04272157755808155	0.0	0.006423895010585945	0.0	0.12936183217546843	0.019271685031757836	0.0	0.0	0.0	0.12936183217546843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01424052585269385	0.035793340885490584	0.0	0.035793340885490584	0.0	0.0	0.0	0.12936183217546843	0.035793340885490584	0.061247902794921504	0.07017329919366495	0.035793340885490584	0.0	0.061247902794921504	0.019271685031757836	0.019271685031757836	0.010557993548705536	0.019271685031757836	0.0	0.019271685031757836	0.050857393621241136	0.019271685031757836	0.0	0.0	0.0	0.12936183217546843	0.01364316696481135	0.0	0.0	0.032772331107317684	0.032772331107317684	0.032772331107317684	0.0	0.035793340885490584	0.01424052585269385	0.032772331107317684	0.0	0.0567538656354244	0.0	0.12936183217546843	0.0	0.0	0.0	0.00885758449143854	0.032772331107317684	0.010557993548705536	0.0	0.0	0.035793340885490584	0.035793340885490584	0.0	0.01424052585269385	0.0	0.01424052585269385	0.0	0.035793340885490584	0.12936183217546843	0.05034590940053789	0.0	0.0	0.07017329919366495	0.035793340885490584	0.0	0.0	0.035793340885490584	0.0	0.00885758449143854	0.0	0.0	0.0	0.019271685031757836	0.035793340885490584	0.0	0.019271685031757836	0.0	0.0	0.032772331107317684	0.12936183217546843	0.01424052585269385	0.019271685031757836	0.019271685031757836	0.019271685031757836	0.0	0.035793340885490584	0.020415967598307168	0.035793340885490584	0.07017329919366495	0.0	0.006423895010585945	0.0	0.0	0.035793340885490584	0.035793340885490584	0.0	0.0	0.0	0.0	0.0	0.035793340885490584	0.0	0.0	0.0	0.035793340885490584	0.0	0.0	0.0	0.12936183217546843	0.0	0.007269314222188842	0.019271685031757836	0.0	0.0	0.01364316696481135	0.0	0.035793340885490584	0.032772331107317684	0.0	0.032772331107317684	0.0	0.019271685031757836	0.0	0.0
CAPAR1507861_acpa-rejette	acpa-rejette	0.0	0.07959091097134088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003952353234942387	0.003952353234942387	0.0	0.0	0.0	0.0	0.0	0.07959091097134088	0.0	0.0	0.0	0.0	0.0	0.0	0.0220221417699136	0.0220221417699136	0.0	0.0	0.006495890715517928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003952353234942387	0.0	0.0	0.0	0.0	0.18922291393171703	0.003952353234942387	0.0	0.0	0.0	0.0	0.0220221417699136	0.0	0.0	0.15016549816828173	0.0	0.0	0.07959091097134088	0.07959091097134088	0.07959091097134088	0.07959091097134088	0.0	0.0	0.0	0.0	0.12063127073814948	0.07959091097134088	0.07959091097134088	0.0	0.0	0.03768326635881065	0.0	0.0	0.0	0.0	0.0	0.011857059704827163	0.0	0.011857059704827163	0.07959091097134088	0.0	0.0	0.0	0.0	0.0220221417699136	0.15016549816828173	0.0	0.0	0.0	0.0	0.02016344112958898	0.0	0.0	0.07959091097134088	0.0	0.0	0.02016344112958898	0.0	0.03491827373735285	0.0	0.0	0.0	0.0	0.0220221417699136	0.0054497003236856165	0.0	0.006495890715517928	0.011857059704827163	0.0	0.0220221417699136	0.0	0.0	0.008761598427188714	0.011857059704827163	0.0	0.0	0.0	0.0	0.0	0.04317468850558996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054497003236856165	0.0	0.0	0.0	0.0	0.0220221417699136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011857059704827163	0.0	0.011857059704827163	0.0	0.0	0.012561088786270215	0.0	0.0	0.07959091097134088	0.003952353234942387	0.0	0.0	0.0	0.0	0.0220221417699136	0.0	0.07959091097134088	0.011857059704827163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07959091097134088	0.004472504225946266	0.011857059704827163	0.0	0.0	0.008394068551769931	0.0	0.0	0.02016344112958898	0.0	0.0	0.0	0.011857059704827163	0.0	0.0
CALYO1501346_acpa-rejette	acpa-rejette	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025190279905507405	0.025190279905507405	0.02850545653007491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50727179635087	0.0	0.0	0.19742345536577918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025190279905507405	0.0	0.07557083971652222	0.50727179635087	0.0	0.0	0.025190279905507405	0.0	0.0	0.07557083971652222	0.50727179635087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05584195128342428	0.0	0.14035787854143464	0.0	0.0	0.0	0.0	0.0	0.0	0.24017388398890618	0.0	0.0	0.0	0.24017388398890618	0.07557083971652222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14035787854143464	0.0	0.0	0.0	0.05349950366169232	0.14035787854143464	0.0	0.0	0.12851147043793282	0.12851147043793282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14035787854143464	0.14035787854143464	0.0	0.0	0.041401488083812076	0.0	0.14035787854143464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12851147043793282	0.0	0.0	0.07557083971652222	0.0	0.07557083971652222	0.0	0.0	0.0800579613296354	0.0	0.0	0.0	0.025190279905507405	0.0	0.0	0.14035787854143464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02850545653007491	0.07557083971652222	0.0	0.0	0.05349950366169232	0.0	0.0	0.0	0.0	0.12851147043793282	0.14035787854143464	0.0	0.0	0.0
CALYO1504370_acpa-rejette	acpa-rejette	0.0	0.0	0.0	0.0	0.0	0.1763276318231336	0.0	0.0	0.07735878934312468	0.0	0.0	0.0	0.0	0.048788386243756025	0.0	0.0	0.009908494184267235	0.0	0.0	0.014391153618804475	0.1763276318231336	0.0	0.1763276318231336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06862437573191972	0.33268028158502355	0.014391153618804475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008756139080966615	0.0	0.0	0.0	0.0	0.0	0.008756139080966615	0.026268417242899845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08348442096362022	0.0	0.0	0.0	0.0	0.026268417242899845	0.026268417242899845	0.014391153618804475	0.026268417242899845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018596422770278256	0.0	0.0	0.04467057582826027	0.0	0.0	0.0	0.0	0.019410657357694653	0.0	0.0	0.0	0.0	0.0	0.1763276318231336	0.0	0.0	0.012073398086463195	0.04467057582826027	0.0	0.0	0.0	0.0	0.0	0.0	0.019410657357694653	0.0	0.019410657357694653	0.1763276318231336	0.0	0.0	0.06862437573191972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012073398086463195	0.1763276318231336	0.0	0.048788386243756025	0.0	0.0	0.1763276318231336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1763276318231336	0.0	0.02782814032120674	0.0	0.0956502505874496	0.0	0.008756139080966615	0.0	0.0	0.048788386243756025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048788386243756025	0.0	0.0	0.0	0.0	0.0	0.009908494184267235	0.0	0.05823197207308396	0.0	0.018596422770278256	0.0	0.0	0.04467057582826027	0.0	0.04467057582826027	0.0	0.026268417242899845	0.0	0.0
CAAIX1416771_acpa-rejette	acpa-rejette	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19145150429553034	0.0	0.0	0.23672015186260392	0.4363846777859075	0.0	0.021670142631581013	0.021670142631581013	0.02452205021548819	0.0	0.12074400359457801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03561596597184924	0.0	0.0	0.12074400359457801	0.0	0.0	0.0	0.0	0.0	0.06501042789474304	0.0	0.0	0.14411547473988587	0.0	0.021670142631581013	0.06501042789474304	0.0	0.06501042789474304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20661153198549792	0.0	0.0	0.0	0.20661153198549792	0.0	0.06501042789474304	0.03561596597184924	0.0	0.0	0.0	0.17156055194342737	0.06501042789474304	0.0	0.0	0.0	0.0	0.04602338201149539	0.0	0.0	0.0	0.11055303492579893	0.11055303492579893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4363846777859075	0.0	0.0	0.0	0.0	0.03561596597184924	0.06501042789474304	0.0	0.0	0.0	0.0	0.0	0.06501042789474304	0.0	0.0	0.12074400359457801	0.0	0.16983512897213388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029879865562006624	0.0	0.4363846777859075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12074400359457801	0.0	0.0	0.0	0.0	0.0	0.0	0.12074400359457801	0.0	0.0	0.0	0.0	0.0	0.06501042789474304	0.12074400359457801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02452205021548819	0.0	0.14411547473988587	0.0	0.04602338201149539	0.0	0.12074400359457801	0.0	0.0	0.11055303492579893	0.0	0.06501042789474304	0.0	0.0
