@id	@sens-resultat	abusif	abusif ainsi	abusif considérant	abusif pouvoir	action	agir	agir en justice	ainsi	ajouter	amende	amende civil	an	appel	application	application du disposition	après	argument	assurance	attendre	attendu	avril	caractère	cause	celui	celui qui agir	chacun	charge	charge de monsieur	civil attendu	civil condamner	civil disposer	code de procédure	coder	coder de procédure	comme	condamnation	condamne	condamner	condamner monsieur	condamner à verser	considérant	contractuel	cour	demande de condamnation	demande de dommage	deux	devant	devant le cour	devoir	dilatoire	dilatoire ou abusif	disposer	disposer que celui	dispositif	disposition	dit	dommage	dommage et intérêt	dommages	dommages intérêts	donner	donner au litige	droit	dès	dès lors	décision	défense	dépens	dépourvue	euro	euro au titre	euro en application	euro sans préjudice	faire	faire application	faire droit	fondement	français	février	hauteur	intérêt	intérêts	intérêts pour procédure	jugement	jugement du tribunal	juridiction	justice	justice de manière	laisser	litige	légal	madame	mai	manière	manière dilatoire	mars	mauvais	mauvais foi	maximum	mille	mille euro	montant	méprendre	non	observer	obtenir	outre	paiement	particulier	payer	payer payer	permettre	pouvoir	premier	premier instance	procédure abusif	procédure abusif ainsi	procédure abusif considérant	procédure civil	procédure civil condamner	procédure civil disposer	préjudice	préjudice du dommages	présent	présenter	public	rejet	rejeté le demande	relatif	rendre	revêtir	réclamer	régler	régler un amende	résulter	sen	sen sens	sens	solution	somme	soustraire	succomber	titre	titre de dommage	tout	tribunal	trésor	trésor public	verser	verser à madame
CAPAR1415151_acpa-accepte	acpa-accepte	3.9489376339245297	0.0	40.79104943438348	0.0	0.0	9.073318116247341	40.79104943438348	0.0	0.0	3.9489376339245297	3.9489376339245297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.79104943438348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.581562723207549	0.0	0.0	15.160481672862833	0.0	176.5241290784181	2.63262508928302	9.93381174335826	0.0	45.4814450185885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.438149086475825	0.0	0.0	0.0	0.0	40.79104943438348	0.0	3.0288276027121612	0.0	0.0	2.0846202596466785	2.0846202596466785	4.96690587167913	40.79104943438348	14.90071761503739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.073318116247341	0.0	40.79104943438348	34.90652185373212	0.0	15.160481672862833	0.0	0.0	2.0846202596466785	5.26525017856604	0.0	0.0	0.0	15.160481672862833	40.79104943438348	0.0	4.96690587167913	0.0	0.0	15.160481672862833	40.79104943438348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.96690587167913	40.79104943438348	0.0	0.0	0.0	0.0	0.0	0.0	37.7525963459033	18.87629817295165	0.0	15.160481672862833	0.0	0.0	2.63262508928302	0.0	40.79104943438348	1.31631254464151	0.0	0.0	0.0	0.0	40.79104943438348	0.0	0.0	15.160481672862833	71.46394693375929	4.96690587167913	0.0	0.0	0.0	15.160481672862833	40.79104943438348	15.160481672862833	40.79104943438348	40.79104943438348	40.79104943438348	40.79104943438348	8.45127472202506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CABAS1400506_acpa-accepte	acpa-accepte	3.8359467881903755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.726695220719881	2.557297858793584	2.557297858793584	0.0	5.884327680839801	3.180474849778503	0.0	0.0	39.62389623996998	39.62389623996998	0.0	0.0	0.0	0.0	2.9421638404199006	0.0	0.0	79.24779247993996	2.9421638404199006	39.62389623996998	0.0	0.0	0.0	3.8359467881903755	0.0	0.0	0.0	2.024973076528736	85.73662447329022	1.278648929396792	0.0	0.0	0.0	0.0	4.8247879282855255	39.62389623996998	14.726695220719881	4.8247879282855255	14.726695220719881	14.726695220719881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.336191163773027	16.199784612229887	0.0	0.0	0.0	0.0	4.8247879282855255	0.0	0.0	0.0	39.62389623996998	5.884327680839801	0.0	70.50962808274872	69.41915095263835	69.41915095263835	0.0	17.62740702068718	39.62389623996998	0.0	0.0	0.0	0.0	47.95891261343829	20.101822479433462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.62389623996998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.726695220719881	14.726695220719881	0.0	39.62389623996998	39.62389623996998	0.0	0.0	0.0	0.0	23.979456306719143	29.453390441439762	0.0	39.62389623996998	0.0	0.0	4.8247879282855255	14.726695220719881	2.9421638404199006	14.726695220719881	2.557297858793584	0.0	0.0	3.8359467881903755	0.0	0.0	14.726695220719881	0.0	0.0	14.726695220719881	0.0	0.0	69.41915095263835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.209458626939185	2.9421638404199006	0.0	0.0	0.0	0.0	0.0	0.0
CAMET1502360_acpa-accepte	acpa-accepte	4.634929800006007	13.345570657600526	0.0	13.345570657600526	26.69114131520105	7.987121427415702	35.90781903708753	4.634929800006007	0.0	5.793662250007507	3.4761973500045045	13.345570657600526	2.666236710278148	2.8821980217748804	13.345570657600526	4.372301269213407	0.0	0.0	13.345570657600526	26.69114131520105	0.0	13.345570657600526	0.0	6.145549513033255	13.345570657600526	0.0	0.0	0.0	35.90781903708753	35.90781903708753	35.90781903708753	2.3174649000030034	4.372301269213407	13.345570657600526	0.0	1.835063526984022	77.69592313166139	2.3174649000030034	0.0	35.90781903708753	0.0	13.345570657600526	4.372301269213407	0.0	0.0	0.0	0.0	0.0	0.0	13.345570657600526	13.345570657600526	13.345570657600526	35.90781903708753	0.0	6.145549513033255	0.0	0.0	0.0	1.835063526984022	1.835063526984022	0.0	0.0	0.0	4.372301269213407	13.345570657600526	2.666236710278148	0.0	2.666236710278148	35.90781903708753	39.935607137078506	125.81752662683068	62.90876331341534	35.90781903708753	0.0	0.0	0.0	0.0	35.90781903708753	0.0	21.73057319892857	0.0	1.835063526984022	0.0	6.145549513033255	35.90781903708753	35.90781903708753	13.345570657600526	35.90781903708753	0.0	0.0	13.345570657600526	2.666236710278148	0.0	35.90781903708753	13.345570657600526	35.90781903708753	0.0	0.0	13.345570657600526	0.0	0.0	0.0	0.0	4.372301269213407	35.90781903708753	21.73057319892857	13.345570657600526	13.904789400018018	0.0	0.0	0.0	0.0	26.69114131520105	0.0	0.0	2.3174649000030034	13.345570657600526	0.0	3.4761973500045045	35.90781903708753	35.90781903708753	13.345570657600526	13.345570657600526	35.90781903708753	0.0	35.90781903708753	0.0	0.0	0.0	13.345570657600526	35.90781903708753	13.345570657600526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4395448893597385	71.81563807417506	2.666236710278148	7.4395448893597385	0.0	2.666236710278148	4.372301269213407	35.90781903708753	35.90781903708753	12.29109902606651	13.345570657600526
CANAN1101988_acpa-accepte	acpa-accepte	23.90062032731661	0.0	0.0	0.0	0.0	0.0	0.0	23.90062032731661	0.0	17.92546524548746	17.92546524548746	68.81817656402777	0.0	14.862430198294518	68.81817656402777	0.0	0.0	0.0	0.0	0.0	0.0	68.81817656402777	27.49759502939143	63.380655997656305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.950310163658305	0.0	0.0	68.81817656402777	9.462744534964651	400.649166196176	17.92546524548746	22.54634203779715	0.0	0.0	0.0	45.0926840755943	0.0	0.0	22.54634203779715	0.0	0.0	128.52814790838877	0.0	0.0	0.0	0.0	0.0	63.380655997656305	0.0	257.05629581677755	227.1058688391516	0.0	0.0	0.0	0.0	90.1853681511886	22.54634203779715	68.81817656402777	13.748797514695715	0.0	13.748797514695715	0.0	41.1866338826945	0.0	0.0	0.0	123.55990164808351	185.16335448841284	0.0	0.0	0.0	344.0908828201388	112.05653633025481	281.8087998525384	0.0	0.0	31.690327998828153	0.0	370.32670897682567	0.0	0.0	0.0	0.0	68.81817656402777	13.748797514695715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.16335448841284	185.16335448841284	22.54634203779715	0.0	45.0926840755943	0.0	0.0	0.0	23.90062032731661	0.0	85.68543193892586	42.84271596946293	22.54634203779715	137.63635312805553	13.748797514695715	0.0	11.950310163658305	0.0	0.0	11.950310163658305	0.0	0.0	412.9090593841666	0.0	370.32670897682567	0.0	0.0	0.0	0.0	45.0926840755943	0.0	0.0	0.0	0.0	0.0	68.81817656402777	185.16335448841284	185.16335448841284	185.16335448841284	0.0	19.181492005378956	0.0	0.0	38.36298401075791	0.0	96.24158260287001	45.0926840755943	0.0	0.0	0.0	0.0
CADIJ1501045_acpa-rejette	acpa-rejette	26.390343251932908	0.0	0.0	50.657968332342435	0.0	60.636049925098625	136.30118983546816	0.0	101.31593666468487	13.195171625966454	13.195171625966454	0.0	60.724028204313726	32.82129326514612	101.31593666468487	0.0	0.0	0.0	50.657968332342435	101.31593666468487	0.0	0.0	10.120671367385619	23.32766882761799	50.657968332342435	0.0	10.120671367385619	0.0	0.0	0.0	0.0	35.18712433591054	0.0	0.0	0.0	27.862604731660717	0.0	8.796781083977635	0.0	136.30118983546816	0.0	0.0	16.596660039346467	0.0	101.31593666468487	0.0	50.657968332342435	50.657968332342435	94.61126655252245	50.657968332342435	50.657968332342435	50.657968332342435	0.0	0.0	93.31067531047196	20.241342734771237	126.14835540336324	111.45041892664287	41.79390709749108	41.79390709749108	0.0	0.0	49.78998011803941	16.596660039346467	50.657968332342435	20.241342734771237	0.0	20.241342734771237	136.30118983546816	212.22617473784518	0.0	238.79309634038518	136.30118983546816	90.95407488764795	0.0	136.30118983546816	69.98300648285398	0.0	0.0	329.9451832216807	172.86931509806374	41.79390709749108	17.59356216795527	139.96601296570796	0.0	136.30118983546816	101.31593666468487	136.30118983546816	0.0	0.0	0.0	10.120671367385619	0.0	136.30118983546816	50.657968332342435	0.0	0.0	0.0	50.657968332342435	0.0	0.0	0.0	0.0	16.596660039346467	136.30118983546816	82.48629580542017	0.0	35.18712433591054	136.30118983546816	126.14835540336324	63.07417770168162	0.0	151.97390499702732	40.482685469542474	50.657968332342435	21.991952709944087	0.0	0.0	35.18712433591054	0.0	0.0	50.657968332342435	50.657968332342435	136.30118983546816	0.0	0.0	0.0	0.0	0.0	50.657968332342435	0.0	50.657968332342435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.35924851938692	0.0	0.0	70.59874753231152	10.120671367385619	10.120671367385619	0.0	0.0	0.0	23.32766882761799	0.0
CAPAR1507861_acpa-rejette	acpa-rejette	10.163136518036715	29.26319542188609	78.7360505305615	0.0	0.0	0.0	0.0	10.163136518036715	0.0	2.540784129509179	2.540784129509179	0.0	0.0	0.0	0.0	9.587263802127806	0.0	78.7360505305615	0.0	0.0	0.0	29.26319542188609	0.0	13.47551341106182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.081568259018358	0.0	0.0	0.0	0.0	170.3659618924408	2.540784129509179	0.0	0.0	87.78958626565826	0.0	0.0	0.0	0.0	9.587263802127806	0.0	0.0	18.21778536448593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.21778536448593	0.0	4.023793660043007	4.023793660043007	9.587263802127806	78.7360505305615	0.0	0.0	0.0	0.0	78.7360505305615	0.0	0.0	35.02715637801327	137.94175474551338	0.0	0.0	17.513578189006633	0.0	0.0	26.95102682212364	0.0	0.0	47.64921834104471	19.9720151308655	4.023793660043007	10.163136518036715	0.0	0.0	0.0	0.0	0.0	0.0	9.587263802127806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.43557072897186	18.21778536448593	0.0	0.0	5.84632968463143	0.0	7.6223523885275375	29.26319542188609	78.7360505305615	5.081568259018358	0.0	0.0	0.0	0.0	0.0	29.26319542188609	0.0	29.26319542188609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.7360505305615	16.312892234641268	0.0	0.0	16.312892234641268	0.0	0.0	0.0	0.0	0.0	26.95102682212364	0.0
CAROU1501728_acpa-rejette	acpa-rejette	8.374111061655492	0.0	0.0	0.0	0.0	28.861296624609402	0.0	0.0	48.223941112451236	25.122333184966475	20.935277654138734	0.0	9.634390720870577	10.414762413875321	0.0	0.0	0.0	0.0	0.0	96.44788222490247	0.0	0.0	0.0	22.206814936863385	0.0	0.0	9.634390720870577	129.75215486457148	129.75215486457148	0.0	0.0	16.748222123310985	0.0	0.0	0.0	6.6309637656809945	0.0	8.374111061655492	0.0	0.0	0.0	0.0	15.79921940710424	129.75215486457148	0.0	0.0	48.223941112451236	48.223941112451236	0.0	0.0	0.0	0.0	0.0	129.75215486457148	0.0	9.634390720870577	30.02178661456725	26.523855062723978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.634390720870577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.62044481059014	0.0	48.223941112451236	0.0	32.9126490693328	0.0	0.0	22.206814936863385	0.0	0.0	0.0	0.0	129.75215486457148	0.0	0.0	48.17195360435288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.748222123310985	0.0	60.0435732291345	30.02178661456725	0.0	0.0	0.0	0.0	8.374111061655492	0.0	0.0	16.748222123310985	0.0	0.0	0.0	0.0	0.0	0.0	129.75215486457148	0.0	227.31950362538646	0.0	48.223941112451236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.441320114835232	0.0	0.0	13.441320114835232	0.0	0.0	15.79921940710424	129.75215486457148	129.75215486457148	0.0	0.0
CALYO1504370_acpa-rejette	acpa-rejette	32.1947320869396	0.0	0.0	0.0	0.0	110.95884753256453	0.0	64.3894641738792	0.0	0.0	0.0	0.0	37.03994678308049	40.0401288202593	0.0	0.0	498.8393195184291	0.0	0.0	0.0	0.0	0.0	37.03994678308049	85.37532546830434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.2920981304094	0.0	0.0	0.0	0.0	0.0	16.0973660434698	60.7409708623976	0.0	0.0	0.0	0.0	0.0	185.39960275912463	0.0	0.0	0.0	461.68166135412315	0.0	0.0	0.0	0.0	0.0	0.0	37.03994678308049	115.42041533853079	101.97242446034629	50.986212230173145	50.986212230173145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.03994678308049	0.0	443.83539013025813	0.0	0.0	0.0	0.0	0.0	0.0	85.37532546830434	0.0	0.0	0.0	126.53449557297303	50.986212230173145	128.7789283477584	85.37532546830434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.03994678308049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.7409708623976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.7409708623976	0.0	37.03994678308049	0.0	32.1947320869396	0.0	0.0	48.2920981304094	0.0	0.0	185.39960275912463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	206.70358766718505	0.0	37.03994678308049	51.67589691679626	0.0	37.03994678308049	60.7409708623976	0.0	0.0	170.75065093660868	0.0
CAAIX1416771_acpa-rejette	acpa-rejette	25.444597709446114	0.0	0.0	0.0	146.52764604339575	87.69457158847419	0.0	0.0	0.0	25.444597709446114	25.444597709446114	0.0	58.54787314456982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.47503923895934	0.0	0.0	29.27393657228491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.148073532990832	0.0	12.722298854723057	48.005666389808795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	182.44140238939764	0.0	0.0	0.0	0.0	0.0	67.47503923895934	0.0	273.6621035840964	241.77688239588997	0.0	0.0	48.005666389808795	0.0	48.005666389808795	48.005666389808795	146.52764604339575	29.27393657228491	0.0	58.54787314456982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0136165936372	0.0	0.0	67.47503923895934	0.0	0.0	146.52764604339575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	394.2497726809579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	146.52764604339575	0.0	0.0	25.444597709446114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.005666389808795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.68245691698677	0.0	29.27393657228491	81.68245691698677	29.27393657228491	29.27393657228491	0.0	0.0	0.0	67.47503923895934	0.0
CAROU1501321_acpa-rejette	acpa-rejette	11.627120897822696	0.0	0.0	0.0	0.0	0.0	0.0	46.50848359129078	0.0	23.25424179564539	23.25424179564539	267.82811422283953	53.507876770995615	0.0	0.0	43.873178367259854	0.0	0.0	133.91405711141977	0.0	0.0	0.0	26.753938385497808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.25424179564539	0.0	0.0	0.0	18.413660101950626	0.0	34.88136269346809	131.61953510177958	0.0	0.0	0.0	43.873178367259854	0.0	0.0	43.873178367259854	0.0	0.0	166.73623741847095	0.0	0.0	0.0	0.0	0.0	123.33312521195113	0.0	250.10435612770647	220.9639212234075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.26181515649343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	274.1874429268137	0.0	0.0	246.66625042390226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.91405711141977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.74635673451971	0.0	218.05206349628054	133.91405711141977	0.0	0.0	500.20871225541293	250.10435612770647	43.873178367259854	267.82811422283953	26.753938385497808	133.91405711141977	11.627120897822696	0.0	0.0	23.25424179564539	0.0	0.0	401.74217133425935	0.0	0.0	0.0	0.0	133.91405711141977	0.0	43.873178367259854	0.0	0.0	0.0	133.91405711141977	360.3114361048704	133.91405711141977	0.0	0.0	0.0	0.0	149.30191668189244	0.0	0.0	149.30191668189244	53.507876770995615	26.753938385497808	0.0	0.0	0.0	184.99968781792668	0.0
