@id	@sens-resultat	absence	abus	abusif	abusif pouvoir	abusif à hauteur	acquitter	adversaire	affaire	agir	agir en justice	ailleurs	ainsi	allouer	alors	amende	amende civil	an	appel	appelant	application	application du disposition	après	attendre	attendu	attribution	audience	autre	avant	avocat	caractère	caractère abusif	causer	celui	celui qui agir	charge	circonstance	circonstance particulier	civil attendu	civil celui	civil condamner	coder	coder de procédure	comprendre	conclusion	condamnation	condamner à verser	confirmer	conseil	constitutif	conséquence	contester	contraindre	convenir	convenir convier	convier	convier en conséquence	cour	demande reconventionnel	demander	dette	deux	devant	dilatoire	dilatoire ou abusif	dispos	disposer	disposition	dommage	dommage et intérêt	dommages	dommages intérêts	donc	dont	droit	dès	dès lors	décembre	décision	défaut	défendre	délai	dépourvue	effet	encontre	engager	entier	entier dépens	entre	espèce	euro	euro en application	euro sans préjudice	euro à titre	exposer	exécution	faire	fait	faute	fin	foi	foi fois	fois	fondement	frais	frais irrépétibles	français	hauteur	in	instance	intimer	intérêt	intérêt pour procédure	intérêts	intérêts pour procédure	inéquitable	inéquitable de laisser	irrecevable	irrépétibles	juge	jugement	juridiction	justement	justice	justice de manière	justifier	laisser	lieu	lors	madame	manière	manière dilatoire	maximum	mener	mois	monsieur	monsieur p	montant	nature	non	nouveau	obligation	observer	obtenir	outre	paiement	particulier	partie	payer	payer payer	permettre	pièce	pouvoir	premier	premier instance	premier juge	procédure abusif	procédure civil condamner	profit	prononcer	préjudice	préjudice du dommages	présent	public	raison	reconnaître	reconventionnel	recours	rejet	rejeter	rendre	réclamer	résulter	savoir	sci	seulement	somme	sommer	statuer	succomber	supporter	terme	titre	titre de amende	titre de dommage	titre de dommages	toujours	tout	tout son disposition	tribunal	trésor	trésor public	verser	verser du dommage	verser à madame	verser à monsieur	voir
CAVER1501501_acpa-accepte	acpa-accepte	0.0	0.0	0.001394507507720835	0.0	0.0	0.03454491582172601	0.012009216552477317	0.012009216552477317	0.017111940077870296	0.0	0.03454491582172601	0.0	0.06169854871949994	0.012009216552477317	0.001394507507720835	0.001394507507720835	0.0	0.001394507507720835	0.012009216552477317	0.0	0.0	0.0	0.0	0.0	0.03454491582172601	0.03454491582172601	0.003142414555408513	0.03454491582172601	0.0	0.06169854871949994	0.03454491582172601	0.06169854871949994	0.017111940077870296	0.0	0.0	0.03454491582172601	0.012009216552477317	0.0	0.0	0.0	0.0	0.0	0.0	0.003142414555408513	0.0	0.0	0.0	0.03454491582172601	0.0	0.0	0.012009216552477317	0.03454491582172601	0.020357759956425133	0.020357759956425133	0.020357759956425133	0.0	0.003142414555408513	0.03454491582172601	0.012009216552477317	0.03454491582172601	0.06169854871949994	0.003142414555408513	0.03454491582172601	0.0	0.03454491582172601	0.0	0.0	0.0	0.0	0.012009216552477317	0.012009216552477317	0.0	0.0	0.003142414555408513	0.0	0.0	0.0	0.0	0.003142414555408513	0.03454491582172601	0.03454491582172601	0.0	0.0	0.012009216552477317	0.0011754029555346701	0.0	0.0	0.003142414555408513	0.0	0.0	0.0	0.0	0.0	0.003998279344313881	0.03454491582172601	0.0	0.06169854871949994	0.0011754029555346701	0.012009216552477317	0.0	0.0	0.0	6.589928158693065E-4	0.006702283267370827	0.012009216552477317	0.0	0.0	0.012009216552477317	0.007679308203563215	0.03454491582172601	6.589928158693065E-4	0.0	0.012009216552477317	0.0011754029555346701	0.0	0.0	0.003142414555408513	0.012009216552477317	0.006702283267370827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006081451907291557	0.0	0.0	0.0	0.0	0.0	0.03454491582172601	0.03454491582172601	0.007679308203563215	0.03454491582172601	0.003142414555408513	0.0	0.0	0.0	0.03454491582172601	0.0	0.0	0.0	0.0	0.012009216552477317	0.024222931466493413	0.0	0.0	0.003142414555408513	0.0	0.017111940077870296	0.003142414555408513	0.0011754029555346701	0.020357759956425133	0.001394507507720835	0.0	0.0	0.03454491582172601	0.012009216552477317	0.0	0.0	0.0	0.03454491582172601	0.03454491582172601	0.012009216552477317	0.03454491582172601	0.0	0.0	0.0	0.0	0.0	0.0	0.06169854871949994	0.03454491582172601	0.003142414555408513	0.0	0.012009216552477317	0.0	0.012009216552477317	0.003142414555408513	0.001394507507720835	0.0	0.0	0.003142414555408513	0.03454491582172601	0.0	0.0	0.0	0.0	0.0	0.008230922536579475	0.0	0.0	0.012009216552477317	0.0011754029555346701
CACHA1502356_acpa-accepte	acpa-accepte	0.0026595148025615467	9.947769475032447E-4	0.0011802113609369529	0.02923634465191671	0.02923634465191671	0.0	0.0	0.0	0.014482321519073417	0.02923634465191671	0.0	0.0	0.052217236371202916	0.0	0.0011802113609369529	0.0011802113609369529	0.0	0.0011802113609369529	0.0	9.947769475032447E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010163741487739051	0.0	0.0	0.052217236371202916	0.014482321519073417	0.02923634465191671	0.0026595148025615467	0.02923634465191671	0.0	0.0	0.02923634465191671	0.0	0.0	0.0	0.02923634465191671	0.0	0.0	0.052217236371202916	0.003383857512586048	0.0	0.02923634465191671	0.003383857512586048	0.0	0.0	0.017229351187265277	0.017229351187265277	0.017229351187265277	0.02923634465191671	0.0	0.0	0.0	0.0	0.052217236371202916	0.0	0.02923634465191671	0.02923634465191671	0.0	0.0	9.947769475032447E-4	0.006499216917658935	0.006499216917658935	0.0	0.0	9.947769475032447E-4	9.947769475032447E-4	0.0026595148025615467	0.0	0.0	0.0	0.0056723329294202755	0.0	0.0	0.0	0.0	0.010163741487739051	0.0	0.0	0.003383857512586048	0.003383857512586048	0.0	0.0	0.0056723329294202755	0.0	0.0	0.003383857512586048	0.0	0.0	0.010163741487739051	0.052217236371202916	0.0	0.0	0.0026595148025615467	0.010163741487739051	0.010163741487739051	5.577243605779756E-4	0.0056723329294202755	0.0	0.0	0.017229351187265277	0.0	0.0	0.0	5.577243605779756E-4	0.0026595148025615467	0.0	0.0	0.02923634465191671	0.02923634465191671	0.0	0.0	0.0056723329294202755	0.0	0.0	0.02923634465191671	0.02923634465191671	0.02923634465191671	0.0026595148025615467	0.02923634465191671	0.0	0.0	0.0	0.017229351187265277	0.02923634465191671	0.02923634465191671	0.0	0.0	0.0	0.0	0.0	0.02923634465191671	0.010163741487739051	0.02923634465191671	0.0	0.0	0.0	0.0	5.577243605779756E-4	0.0	0.020500555754394526	0.006499216917658935	0.006499216917658935	0.0	0.0026595148025615467	0.014482321519073417	0.0026595148025615467	0.0	0.017229351187265277	0.0011802113609369529	0.0	0.02923634465191671	0.0	0.010163741487739051	0.0	0.0	0.052217236371202916	0.0	0.0	0.0	0.0	0.02923634465191671	0.02923634465191671	0.010163741487739051	0.02923634465191671	0.010163741487739051	0.010163741487739051	0.052217236371202916	0.0	0.0026595148025615467	0.02923634465191671	0.0	0.0026595148025615467	0.010163741487739051	0.0	0.0011802113609369529	0.02923634465191671	9.947769475032447E-4	0.0	0.0	0.0056723329294202755	0.0026595148025615467	0.0	0.052217236371202916	0.052217236371202916	0.006966063814557663	0.010163741487739051	0.0	0.0	0.0
CAMET1502360_acpa-accepte	acpa-accepte	0.0	0.0	0.0017431382320502327	0.04318124008541536	0.0	0.0	0.0	0.0	0.021389972308603504	0.04318124008541536	0.0	0.0014692569373154557	0.0	0.0	0.0017431382320502327	0.0017431382320502327	0.04318124008541536	0.0017431382320502327	0.0	0.0014692569373154557	0.003928026864076433	0.015011553823620146	0.0014692569373154557	0.0014692569373154557	0.0	0.0	0.0	0.0	0.0	0.07712335612359028	0.0	0.0	0.021389972308603504	0.04318124008541536	0.0	0.0	0.0	0.04318124008541536	0.0	0.04318124008541536	0.04318124008541536	0.04318124008541536	0.0	0.0	0.007601831662635184	0.07712335612359028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003928026864076433	0.0	0.0	0.0	0.0	0.0	0.04318124008541536	0.04318124008541536	0.0	0.04318124008541536	0.0014692569373154557	0.0	0.0	0.015011553823620146	0.015011553823620146	0.0	0.0	0.0	0.015011553823620146	0.015011553823620146	0.04318124008541536	0.008377872575587059	0.0	0.0	0.0	0.04318124008541536	0.0	0.0	0.0	0.0	0.0	0.0	0.0014692569373154557	0.008377872575587059	0.015011553823620146	0.015011553823620146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04318124008541536	0.025447256111904643	0.0	0.0	0.0	0.0	0.0	0.015011553823620146	0.0	0.0	0.0	0.0	0.0	0.0	0.007601831662635184	0.015011553823620146	0.0	0.04318124008541536	0.04318124008541536	0.0	0.0	0.0	0.015011553823620146	0.007601831662635184	0.025447256111904643	0.04318124008541536	0.04318124008541536	0.0	0.0	0.0	0.0	0.0	0.0	0.015011553823620146	0.0	0.0	0.015011553823620146	0.0014692569373154557	0.015011553823620146	8.237428379755899E-4	0.0	0.030278731163367854	0.0	0.0	0.0	0.0	0.021389972308603504	0.0	0.0	0.0	0.0017431382320502327	0.04318124008541536	0.0	0.0	0.015011553823620146	0.015011553823620146	0.015011553823620146	0.07712335612359028	0.0	0.0	0.0	0.0	0.0	0.0	0.015011553823620146	0.04318124008541536	0.0	0.0	0.0	0.0	0.003928026864076433	0.0	0.0	0.003928026864076433	0.0	0.0	0.0017431382320502327	0.0	0.0	0.0	0.0	0.008377872575587059	0.0	0.015011553823620146	0.07712335612359028	0.07712335612359028	0.010288675879562064	0.0	0.04318124008541536	0.0	0.0
CANAN1101988_acpa-accepte	acpa-accepte	0.0	0.0	0.003826058132401659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032249091611005164	0.0	0.032949238638001456	0.003826058132401659	0.003826058132401659	0.0947795945027674	0.0	0.0	0.0032249091611005164	0.00862172537510997	0.0	0.0	0.0	0.0	0.0	0.00862172537510997	0.0	0.0	0.16928000227939954	0.0	0.16928000227939954	0.04694939047198887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0947795945027674	0.00862172537510997	0.016685452317665425	0.0	0.010969929610438581	0.0	0.0	0.010969929610438581	0.0	0.0	0.0	0.0	0.0	0.0	0.00862172537510997	0.0	0.032949238638001456	0.0	0.16928000227939954	0.0	0.0	0.0	0.0	0.0	0.0032249091611005164	0.021069430921517605	0.021069430921517605	0.0	0.0	0.0	0.0032249091611005164	0.00862172537510997	0.032949238638001456	0.032949238638001456	0.0	0.01838880411816128	0.00862172537510997	0.0	0.0	0.0	0.032949238638001456	0.0	0.0	0.010969929610438581	0.010969929610438581	0.0	0.0	0.01838880411816128	0.0	0.0	0.0	0.0	0.0	0.032949238638001456	0.0	0.0	0.032949238638001456	0.0	0.0	0.0	0.0	0.01838880411816128	0.0	0.0	0.055854825167677716	0.0	0.021069430921517605	0.0	0.0018080539605497589	0.00862172537510997	0.0	0.0	0.0	0.0	0.0	0.0	0.01838880411816128	0.016685452317665425	0.032949238638001456	0.0947795945027674	0.0	0.0	0.00862172537510997	0.0	0.016685452317665425	0.032949238638001456	0.016685452317665425	0.0	0.0	0.0	0.0	0.0	0.021069430921517605	0.0	0.00862172537510997	0.0	0.032949238638001456	0.0947795945027674	0.0	0.0	0.0	0.0	0.0018080539605497589	0.0	0.06645955178789784	0.021069430921517605	0.021069430921517605	0.00862172537510997	0.00862172537510997	0.04694939047198887	0.00862172537510997	0.0	0.055854825167677716	0.003826058132401659	0.0	0.0	0.0	0.032949238638001456	0.0	0.032949238638001456	0.0	0.0	0.0	0.0	0.0	0.0	0.0947795945027674	0.0	0.0	0.032949238638001456	0.0	0.0	0.0	0.00862172537510997	0.0	0.032949238638001456	0.0	0.0	0.0	0.003826058132401659	0.0	0.0	0.0	0.0	0.01838880411816128	0.0	0.032949238638001456	0.0	0.0	0.0	0.0	0.0	0.0	0.0032249091611005164
CADIJ1501045_acpa-rejette	acpa-rejette	0.005144435522761649	0.0019242479346349348	0.002282943205927286	0.056553356965021895	0.056553356965021895	0.0	0.019660245057982185	0.019660245057982185	0.02801389531767894	0.056553356965021895	0.0	0.0	0.0	0.0	0.002282943205927286	0.002282943205927286	0.0	0.002282943205927286	0.019660245057982185	0.0019242479346349348	0.005144435522761649	0.0	0.0019242479346349348	0.0019242479346349348	0.0	0.0	0.005144435522761649	0.056553356965021895	0.019660245057982185	0.0	0.0	0.0	0.02801389531767894	0.056553356965021895	0.005144435522761649	0.056553356965021895	0.019660245057982185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00995592295993873	0.10100647134196249	0.006545568678521646	0.0	0.056553356965021895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005144435522761649	0.056553356965021895	0.0	0.056553356965021895	0.0	0.005144435522761649	0.056553356965021895	0.056553356965021895	0.0	0.056553356965021895	0.0019242479346349348	0.012571767733398187	0.012571767733398187	0.019660245057982185	0.019660245057982185	0.0019242479346349348	0.0019242479346349348	0.005144435522761649	0.019660245057982185	0.019660245057982185	0.0	0.010972283737971414	0.0	0.0	0.056553356965021895	0.056553356965021895	0.0	0.019660245057982185	0.0019242479346349348	0.006545568678521646	0.006545568678521646	0.0	0.0	0.010972283737971414	0.019660245057982185	0.019660245057982185	0.006545568678521646	0.006545568678521646	0.0	0.019660245057982185	0.0	0.0019242479346349348	0.0	0.0	0.0	0.0	0.0010788347595220673	0.010972283737971414	0.0	0.0	0.03332761532161161	0.019660245057982185	0.012571767733398187	0.0	0.0010788347595220673	0.005144435522761649	0.019660245057982185	0.0019242479346349348	0.0	0.0	0.005144435522761649	0.0	0.010972283737971414	0.00995592295993873	0.019660245057982185	0.0	0.056553356965021895	0.056553356965021895	0.0	0.0	0.00995592295993873	0.019660245057982185	0.00995592295993873	0.03332761532161161	0.056553356965021895	0.056553356965021895	0.0	0.0	0.012571767733398187	0.0	0.0	0.0	0.019660245057982185	0.056553356965021895	0.0	0.019660245057982185	0.0019242479346349348	0.0	0.0010788347595220673	0.019660245057982185	0.03965527364528451	0.012571767733398187	0.012571767733398187	0.0	0.0	0.02801389531767894	0.005144435522761649	0.0019242479346349348	0.03332761532161161	0.002282943205927286	0.0	0.0	0.0	0.019660245057982185	0.019660245057982185	0.019660245057982185	0.0	0.056553356965021895	0.0	0.019660245057982185	0.0	0.0	0.0	0.019660245057982185	0.056553356965021895	0.0	0.019660245057982185	0.0	0.056553356965021895	0.005144435522761649	0.0	0.019660245057982185	0.0	0.0	0.0	0.002282943205927286	0.0	0.0019242479346349348	0.005144435522761649	0.0	0.010972283737971414	0.0	0.0	0.0	0.0	0.013474813566338716	0.0	0.0	0.0	0.0019242479346349348
CALYO1501346_acpa-rejette	acpa-rejette	0.0	0.0	0.02080758589155475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02080758589155475	0.02080758589155475	0.0	0.02080758589155475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5154481414387535	0.04688828163815382	0.0	0.0	0.059658725689625276	0.5154481414387535	0.0	0.059658725689625276	0.0	0.0	0.0	0.0	0.0	0.0	0.04688828163815382	0.0	0.17919072039587514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017538304970797648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04688828163815382	0.0	0.0	0.0	0.17919072039587514	0.0	0.0	0.059658725689625276	0.059658725689625276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17919072039587514	0.04688828163815382	0.17919072039587514	0.17919072039587514	0.0	0.10000543846714573	0.0	0.0	0.0	0.0	0.11458372518518588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.090741951696728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009832897666165252	0.0	0.0	0.11458372518518588	0.11458372518518588	0.0	0.0	0.0	0.04688828163815382	0.0	0.0	0.02080758589155475	0.0	0.0	0.0	0.17919072039587514	0.0	0.0	0.0	0.0	0.0	0.17919072039587514	0.0	0.0	0.0	0.17919072039587514	0.0	0.0	0.0	0.0	0.0	0.04688828163815382	0.0	0.17919072039587514	0.0	0.0	0.0	0.02080758589155475	0.0	0.0	0.0	0.0	0.10000543846714573	0.04688828163815382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAROU1501728_acpa-rejette	acpa-rejette	0.0	0.0	0.003992384025595361	0.0	0.0	0.0	0.0	0.0	0.04899036816624353	0.0	0.09889984050183023	0.0	0.0	0.0	0.003992384025595361	0.003992384025595361	0.0	0.003992384025595361	0.0	0.003365101985706634	0.0	0.0	0.0	0.003365101985706634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04899036816624353	0.0	0.00899652788052455	0.0	0.0	0.09889984050183023	0.0	0.0	0.0	0.0	0.0	0.0	0.01741080009442139	0.0	0.0	0.0	0.0	0.0	0.0	0.09889984050183023	0.0	0.0	0.0	0.0	0.00899652788052455	0.0	0.0	0.0	0.0	0.00899652788052455	0.0	0.0	0.0	0.0	0.0	0.021985358436425666	0.021985358436425666	0.0	0.0	0.003365101985706634	0.0	0.0	0.0	0.0	0.0	0.0	0.00899652788052455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011446812939857031	0.0	0.0	0.0	0.003365101985706634	0.0	0.0	0.0	0.0	0.0018866534432351095	0.019188199779146004	0.03438160358303641	0.0	0.0	0.0	0.021985358436425666	0.0	0.0018866534432351095	0.0	0.0	0.0	0.09889984050183023	0.09889984050183023	0.00899652788052455	0.03438160358303641	0.0	0.01741080009442139	0.0	0.0	0.0	0.0	0.0	0.09889984050183023	0.0	0.0	0.01741080009442139	0.0	0.0	0.0	0.0	0.0	0.021985358436425666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018866534432351095	0.0	0.0	0.021985358436425666	0.021985358436425666	0.0	0.0	0.0	0.0	0.0	0.0	0.003992384025595361	0.0	0.0	0.09889984050183023	0.0	0.0	0.0	0.17663892015378097	0.0	0.0	0.0	0.0	0.0	0.0	0.03438160358303641	0.0	0.0	0.0	0.0	0.0	0.00899652788052455	0.0	0.0	0.0	0.0	0.00899652788052455	0.003992384025595361	0.0	0.0	0.0	0.0	0.0	0.0	0.03438160358303641	0.17663892015378097	0.17663892015378097	0.0	0.0	0.0	0.0	0.003365101985706634
CALYO1504370_acpa-rejette	acpa-rejette	0.0	0.0	0.005298033507429198	0.0	0.0	0.13124355410172814	0.0	0.0	0.0650119353303808	0.0	0.0	0.0044656082585972255	0.0	0.04562559279224423	0.0	0.0	0.0	0.005298033507429198	0.0	0.0044656082585972255	0.0	0.0	0.0	0.0	0.13124355410172814	0.0	0.0	0.0	0.0	0.0	0.0	0.23440603701726467	0.0650119353303808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02917534107998404	0.02917534107998404	0.04562559279224423	0.04562559279224423	0.0044656082585972255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044656082585972255	0.0	0.0	0.011938707763572974	0.0	0.025463413520697364	0.0	0.0	0.015190321902861776	0.0	0.0	0.0	0.23440603701726467	0.0	0.0	0.0	0.0	0.0	0.002503655233335351	0.0	0.0	0.0	0.0	0.0	0.02917534107998404	0.0	0.002503655233335351	0.0	0.04562559279224423	0.0044656082585972255	0.0	0.0	0.0	0.0	0.025463413520697364	0.0231047418534945	0.0	0.13124355410172814	0.0	0.0	0.0	0.0	0.0231047418534945	0.0	0.0231047418534945	0.0	0.0	0.0	0.0	0.0	0.02917534107998404	0.0	0.011938707763572974	0.13124355410172814	0.0	0.0	0.13124355410172814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011938707763572974	0.0	0.0	0.011938707763572974	0.0	0.07734350212400028	0.005298033507429198	0.0	0.0	0.0	0.04562559279224423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04562559279224423	0.0	0.0	0.011938707763572974	0.0	0.0	0.011938707763572974	0.0	0.0	0.005298033507429198	0.0	0.0	0.011938707763572974	0.0	0.025463413520697364	0.0	0.04562559279224423	0.0	0.0	0.031271042396267955	0.0	0.0	0.0	0.0
CAROU1501321_acpa-rejette	acpa-rejette	0.0	0.0	0.004646949966681163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003916822745533914	0.20559951619403727	0.040018593051256005	0.004646949966681163	0.004646949966681163	0.11511483053191944	0.004646949966681163	0.0	0.0	0.0	0.040018593051256005	0.003916822745533914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010471541481637744	0.020265364353720623	0.0	0.013323559724829279	0.0	0.0	0.0	0.0	0.0	0.06783863939594584	0.06783863939594584	0.06783863939594584	0.0	0.010471541481637744	0.0	0.0	0.0	0.20559951619403727	0.0	0.0	0.0	0.0	0.0	0.003916822745533914	0.025589938242072396	0.025589938242072396	0.0	0.0	0.0	0.003916822745533914	0.0	0.0	0.0	0.0	0.0	0.0	0.11511483053191944	0.0	0.0	0.040018593051256005	0.0	0.0	0.013323559724829279	0.013323559724829279	0.010471541481637744	0.0	0.0	0.0	0.0	0.0	0.013323559724829279	0.0	0.0	0.0	0.0	0.040018593051256005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025589938242072396	0.0	0.002195977165266033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020265364353720623	0.0	0.0	0.0	0.0	0.010471541481637744	0.0	0.020265364353720623	0.0	0.0	0.0	0.0	0.0	0.11511483053191944	0.0	0.025589938242072396	0.0	0.0	0.0	0.040018593051256005	0.0	0.0	0.0	0.003916822745533914	0.040018593051256005	0.0	0.0	0.0	0.025589938242072396	0.025589938242072396	0.010471541481637744	0.010471541481637744	0.05702251793873319	0.010471541481637744	0.003916822745533914	0.0	0.004646949966681163	0.0	0.0	0.0	0.040018593051256005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11511483053191944	0.0	0.0	0.0	0.040018593051256005	0.0	0.0	0.0	0.010471541481637744	0.11511483053191944	0.0	0.0	0.040018593051256005	0.010471541481637744	0.004646949966681163	0.0	0.003916822745533914	0.0	0.11511483053191944	0.022334175207776294	0.010471541481637744	0.0	0.0	0.0	0.027428095578794255	0.0	0.0	0.040018593051256005	0.003916822745533914
CAROU1406104_acpa-rejette	acpa-rejette	0.013002840133991438	0.0	0.005770262920064542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004863641144206544	0.0	0.0	0.005770262920064542	0.005770262920064542	0.0	0.005770262920064542	0.0	0.004863641144206544	0.013002840133991438	0.04969233696349346	0.004863641144206544	0.004863641144206544	0.0	0.14294168065731264	0.0	0.0	0.0	0.2552993411127599	0.14294168065731264	0.0	0.07080664161004148	0.0	0.0	0.0	0.0	0.0	0.14294168065731264	0.0	0.0	0.0	0.0	0.013002840133991438	0.025164135902110328	0.0	0.0	0.0	0.0	0.016544280268710423	0.04969233696349346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004863641144206544	0.03177582561114398	0.03177582561114398	0.0	0.0	0.0	0.0	0.013002840133991438	0.0	0.0	0.14294168065731264	0.027733042958432753	0.013002840133991438	0.0	0.0	0.0	0.0	0.0	0.004863641144206544	0.0	0.0	0.013002840133991438	0.004863641144206544	0.0	0.0	0.0	0.0	0.016544280268710423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027268134369634466	0.0	0.0	0.0	0.08423735746258228	0.0	0.03177582561114398	0.0	0.0027268134369634466	0.013002840133991438	0.0	0.0	0.0	0.0	0.0	0.0	0.027733042958432753	0.025164135902110328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03177582561114398	0.0	0.013002840133991438	0.0	0.04969233696349346	0.0	0.0	0.04969233696349346	0.004863641144206544	0.0	0.0027268134369634466	0.0	0.10023085747656837	0.0	0.0	0.0	0.013002840133991438	0.07080664161004148	0.013002840133991438	0.004863641144206544	0.08423735746258228	0.005770262920064542	0.0	0.14294168065731264	0.0	0.04969233696349346	0.0	0.0	0.0	0.0	0.14294168065731264	0.0	0.0	0.0	0.0	0.0	0.0	0.04969233696349346	0.0	0.0	0.0	0.0	0.0	0.0	0.013002840133991438	0.04969233696349346	0.013002840133991438	0.005770262920064542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0340583229905823	0.04969233696349346	0.0	0.04969233696349346	0.004863641144206544
