@id	@sens-resultat	abus	abusif	abusif considérant	abusif pouvoir	accueillir	adversaire	affaire	agir	agir en justice	ailleurs	ajouter	allouer	allouer à monsieur	appel	appelant	application	assurance	audience	autre	avant	avocat	avril	caractère	caractère abusif	cause	celui	celui qui agir	chacun	charge	charge de monsieur	circonstance	circonstance particulier	civil celui	civil la condamner	civil prévoir	code de procédure	comme	comprendre	condamnation	condamne	condamner	condamner monsieur	confirmer	conseil	considérant	constater	conséquence	contester	contraindre	convenir	convenir convier	convier	convier en conséquence	cour cours	cours	demande	demande de condamnation	demande de dommage	demande reconventionnel	demander	dette	deux	devant	devant le cour	devoir	dilatoire	dilatoire ou abusif	dispos	dispositif	disposition	dit	dommage	dommage et intérêt	donner	dont	droit	décision	défense	dépens	effet	encontre	encore	entier	entier dépens	entre	euro	euro au titre	euro en application	euro à titre	exposer	exécution	faire	faire application	fait	faute	fin	foi	foi fois	fois	fondement	former	frais	frais irrépétibles	février	hauteur	in	instance	intimer	intérêt	intérêt pour procédure	intérêts pour procédure	inéquitable	inéquitable de laisser	irrépétibles	juge	justice	justice de manière	justifier	laisser	litige	mai	manière	manière dilatoire	mauvais	mauvais foi	maximum	mille	mille euro	mois	monsieur	monsieur p	montant	motif	méprendre	nature	ordonnance	outre	paiement	particulier	partie	payer	payer le somme	payer payer	permettre	pouvoir	premier	premier instance	premier juge	principal	procédure abusif	procédure abusif considérant	procédure civil	profit	préjudice	préjudice du dommage	présent	présenter	prévoir	public	reconnaître	reconventionnel	recours	rejeter	rejeté le demande	relatif	réclamer	régler	résulter	sci	seulement	somme	statuer	succomber	supporter	titre	titre de amende	titre de dommage	titre de dommages	tout son disposition	trésor	trésor public	verser du dommage	verser à monsieur	voir
CAPAR1415151_acpa-accepte	acpa-accepte	0.0	0.003367809097898217	0.0840618883025071	0.0	0.0	0.0	0.0	0.0368797892975828	0.0840618883025071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023259223937153354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029927775024323217	0.012523123762991488	0.0	0.0	0.17548897048358933	0.0036654884219667703	0.020423757919933432	0.0	0.0	0.018765116627790603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003367809097898217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036630434514992025	0.0	0.0	0.0	0.0840618883025071	0.0	0.012523123762991488	0.0	0.0	0.023259223937153354	0.0	0.026662638889763522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05602899550354157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009511433237609493	0.0	0.0	0.0	0.012523123762991488	0.0	0.0	0.0	0.0	0.0	0.0	0.009253776585155115	0.0	0.0	0.0	0.0	0.023259223937153354	0.0840618883025071	0.0	0.0	0.0840618883025071	0.0840618883025071	0.04560000379891741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008726349553276188	0.0	0.0840618883025071	0.0	0.0840618883025071	0.0	0.0	0.0	0.0	0.0	0.0	0.009469806768809133	0.023259223937153354	0.01099646526590031	0.0	0.03304814465016624	0.0	0.0	0.0	0.0	0.0036654884219667703	0.0840618883025071	0.004174374587663829	0.0	0.0	0.0	0.0840618883025071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15860096561098286	0.0840618883025071	0.0	0.0840618883025071	0.15860096561098286	0.0	0.0	0.004147886457229185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAVER1501501_acpa-accepte	acpa-accepte	0.0	0.0011529302708353259	0.0	0.0	0.0	0.02893134354374137	0.009002588244453706	0.014274489917868814	0.0	0.03253653559050565	0.0	0.03253653559050565	0.03253653559050565	0.0024486110308264163	0.009002588244453706	0.0	0.0	0.009002588244453706	0.03253653559050565	0.03253653559050565	0.0	0.0	0.03253653559050565	0.03253653559050565	0.0	0.002655501449576178	0.0	0.0	0.0	0.0	0.03253653559050565	0.03253653559050565	0.0	0.0	0.0	0.0016157106398902502	0.0	0.0	0.0	0.0773537832214961	0.0016157106398902502	0.0	0.0	0.009002588244453706	0.0	0.03253653559050565	0.0	0.008005061650114357	0.009002588244453706	0.03253653559050565	0.03253653559050565	0.03253653559050565	0.0	0.03253653559050565	0.03253653559050565	0.0016157106398902502	0.0	0.0	0.03253653559050565	0.009002588244453706	0.03253653559050565	0.0773537832214961	0.03253653559050565	0.0	0.0	0.017649688538895446	0.0	0.03253653559050565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011374086945518946	0.0	0.06138722394291495	0.0018283468696392532	0.0	0.009002588244453706	0.0	0.0	0.0	0.03253653559050565	0.0	0.0	0.0	0.0	0.006795156774664055	0.03253653559050565	0.0	0.0	0.06138722394291495	0.004847131919670751	0.03253653559050565	0.0	0.0	0.0	0.005134936984163242	0.0	0.004847131919670751	0.010745148745385992	0.0	0.0	0.03253653559050565	0.00700753505577501	0.03253653559050565	0.001980969313591095	0.0	0.0029526921782230004	0.0	0.0	0.010745148745385992	0.008005061650114357	0.0	0.0	0.0	0.0	0.03253653559050565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03253653559050565	0.0038138208980969665	0.02893134354374137	0.02893134354374137	0.03253653559050565	0.0	0.0	0.0	0.0	0.0	0.06138722394291495	0.009002588244453706	0.0	0.0	0.0	0.06138722394291495	0.012791434457679713	0.02893134354374137	0.03253653559050565	0.06138722394291495	0.0	0.0013319581557372602	0.0	0.0016157106398902502	0.0	0.021686277135971634	0.0	0.0	0.0	0.0	0.0	0.03253653559050565	0.009002588244453706	0.03253653559050565	0.0	0.0	0.0	0.0	0.0	0.0	0.04229166337064895	0.03253653559050565	0.0015072510289949649	0.009002588244453706	0.0	0.009002588244453706	0.003772964610259142	0.0	0.0	0.004310048264964946	0.0	0.0	0.0	0.0	0.03253653559050565	0.008005061650114357
CABAS1400506_acpa-accepte	acpa-accepte	0.0	0.00170405552129342	0.0	0.0	0.01187145528697094	0.0	0.0	0.0	0.0	0.0	0.04290499764815858	0.0	0.0	0.003953433898001735	0.0	0.003059431120207892	0.04290499764815858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006391774042300734	0.0	0.0	0.07072486567239485	0.01187145528697094	0.04290499764815858	0.0	0.0	0.0	0.0	0.0	0.00170405552129342	0.0	0.0	0.016698056050215043	0.10200421854879115	0.002130591347433578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018614772037575703	0.04290499764815858	0.04290499764815858	0.0	0.0	0.0	0.10200421854879115	0.04290499764815858	0.01187145528697094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005584431611272711	0.003059431120207892	0.0	0.0	0.01686769827711684	0.0	0.08094957410482	0.0021064576381239694	0.0	0.0	0.0	0.0	0.0	0.0	0.0029333854884878666	0.04290499764815858	0.04290499764815858	0.01187145528697094	0.0	0.0	0.024984987736246078	0.08094957410482	0.0	0.0	0.0	0.01187145528697094	0.0	0.0	0.0	0.006391774042300734	0.0	0.0	0.0	0.020334391602946197	0.0	0.01187145528697094	0.0	0.00256669693137863	0.004126532921323697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08094957410482	0.0	0.0	0.0	0.0	0.01187145528697094	0.01187145528697094	0.0	0.04290499764815858	0.04290499764815858	0.0	0.0045604289333233015	0.0	0.0	0.0	0.0	0.0	0.0	0.037485684500466715	0.0	0.08094957410482	0.0	0.0	0.0	0.0	0.08094957410482	0.01686769827711684	0.04290499764815858	0.04290499764815858	0.0	0.0	0.0018614772037575703	0.0	0.00170405552129342	0.0	0.028597072571785696	0.0	0.0	0.04290499764815858	0.0	0.0	0.0	0.0	0.0	0.0	0.08094957410482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005584431611272711	0.0	0.023274138795312108	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CACHA1502356_acpa-accepte	acpa-accepte	0.005568318360166161	0.0015335178956634946	0.0	0.010342049327597571	0.0	0.0	0.0	0.01460018478386782	0.03327890765845298	0.0	0.0	0.03327890765845298	0.0	0.003509765484574771	0.0	0.0025204135532350238	0.0	0.0	0.0	0.0	0.03327890765845298	0.0	0.0	0.0	0.0	0.002716090878253221	0.010342049327597571	0.058264397199214536	0.010342049327597571	0.0	0.03737752376195257	0.0	0.03737752376195257	0.03737752376195257	0.03737752376195257	0.0014490451022141258	0.0	0.03737752376195257	0.0	0.0	0.0016525756111347562	0.0	0.005568318360166161	0.0	0.0	0.0	0.009469165395221094	0.0	0.0	0.03737752376195257	0.03737752376195257	0.03737752376195257	0.03737752376195257	0.0	0.0	0.0016525756111347562	0.0	0.0	0.0	0.0	0.0	0.07911873105541511	0.0	0.0	0.0	0.020275718996528056	0.010342049327597571	0.0	0.0	0.012951709493791987	0.0	0.003989962160228593	0.002185900956654968	0.0	0.010342049327597571	0.014694623650432483	0.010990316159486513	0.0	0.0018700634698213326	0.03737752376195257	0.0	0.03737752376195257	0.005568318360166161	0.005568318360166161	0.0	0.0032122511662776164	0.0	0.0	0.009207996408863923	0.0	0.0	0.02218108354702076	0.07052079700446524	0.07052079700446524	0.0	0.0	0.008544617977571362	0.008544617977571362	0.008544617977571362	0.0058989448525582225	0.0	0.005568318360166161	0.0	0.0	0.020275718996528056	0.0	0.0	0.0	0.0018338524573034594	0.0036634387198288382	0.0	0.03737752376195257	0.03737752376195257	0.0	0.008073943490130277	0.008544617977571362	0.03737752376195257	0.010342049327597571	0.07052079700446524	0.0	0.0	0.020275718996528056	0.010342049327597571	0.0	0.0	0.010342049327597571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03737752376195257	0.03737752376195257	0.0	0.012018619997983988	0.0	0.010342049327597571	0.0043471353066423775	0.0	0.004957726833404269	0.0	0.012140721963303375	0.03737752376195257	0.0	0.07052079700446524	0.03737752376195257	0.0016525756111347562	0.0	0.0014490451022141258	0.03327890765845298	0.02218108354702076	0.03737752376195257	0.0	0.0	0.03737752376195257	0.03737752376195257	0.0	0.0	0.0	0.005568318360166161	0.0	0.0	0.010342049327597571	0.0	0.07052079700446524	0.058264397199214536	0.0	0.0017353371172096619	0.0	0.014546836522717196	0.010342049327597571	0.0043471353066423775	0.03737752376195257	0.018052393852827812	0.0	0.010342049327597571	0.03737752376195257	0.03737752376195257	0.010342049327597571	0.0	0.0
CANAN1101988_acpa-accepte	acpa-accepte	0.0	0.002816807270751947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004629563986263411	0.0	0.0	0.0633955378190227	0.0	0.0	0.0	0.0633955378190227	0.0	0.009444353227850947	0.004629563986263411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002816807270751947	0.009444353227850947	0.0633955378190227	0.024672702525622935	0.1507193252343013	0.002623003068614671	0.01754101698789636	0.009444353227850947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023788386498631692	0.0	0.0	0.0	0.013848955197080686	0.0	0.1507193252343013	0.0	0.0	0.02471768455508382	0.0	0.0	0.0	0.0	0.022076127243418092	0.0	0.00713651594958951	0.003909740597764819	0.0	0.01569498609248852	0.022300407445597237	0.020936294270306962	0.0	0.0035624270075739098	0.056723739853963714	0.0	0.0	0.009444353227850947	0.009444353227850947	0.0	0.006978764756768988	0.0	0.0	0.0	0.0	0.0	0.03780755142907024	0.11960941773448967	0.0	0.0	0.0633955378190227	0.0	0.0	0.0	0.0	0.0	0.009444353227850947	0.0	0.008450421812255842	0.034389386483668	0.0	0.01754101698789636	0.0	0.003280060508140321	0.006978764756768988	0.0	0.0	0.0	0.0	0.01754101698789636	0.0	0.0	0.01569498609248852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0633955378190227	0.0633955378190227	0.0	0.008336242353097364	0.0	0.0633955378190227	0.0	0.0	0.0	0.0	0.0	0.024672702525622935	0.0	0.01754101698789636	0.008450421812255842	0.0	0.009444353227850947	0.11960941773448967	0.024923362374143353	0.0633955378190227	0.0	0.11960941773448967	0.0	0.002816807270751947	0.0	0.002816807270751947	0.0	0.035206286367183696	0.0	0.0633955378190227	0.0	0.0	0.0	0.0	0.0	0.0	0.008450421812255842	0.0	0.056723739853963714	0.0	0.0	0.0	0.0	0.0	0.0035624270075739098	0.01569498609248852	0.0	0.0	0.008450421812255842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAPAR1507861_acpa-rejette	acpa-rejette	0.0	0.005908160760631374	0.15195973469926097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15195973469926097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01240234365606064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006512664157821766	0.0	0.0	0.0	0.36127572167679617	0.007546069540979054	0.0	0.0	0.0	0.036287954253531325	0.0	0.0	0.0	0.036287954253531325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06621729803148886	0.0	0.0	0.0	0.0	0.0	0.0	0.022638208622937164	0.0	0.0	0.0	0.0	0.0	0.28670496397322504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014437309787370577	0.15195973469926097	0.0	0.0	0.0384972495889613	0.0	0.10128432116044116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020698087407349713	0.0	0.0195379924734653	0.04331192936211173	0.0	0.08243170144635112	0.0	0.0	0.0	0.01040489429346949	0.01672816853442567	0.01672816853442567	0.0	0.0	0.04331192936211173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020698087407349713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0195379924734653	0.0	0.022638208622937164	0.0	0.0	0.0	0.0	0.0	0.0	0.005908160760631374	0.15195973469926097	0.006512664157821766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007369765867713799	0.0	0.0	0.0	0.0195379924734653	0.0	0.0	0.022638208622937164	0.0	0.0	0.0	0.0	0.0	0.0
CALYO1501346_acpa-rejette	acpa-rejette	0.0	0.01889573704560503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04013105678276737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09331682842537524	0.0	0.0	0.0502432151089148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015491239692599012	0.056687211136815095	0.38051480612575866	0.0	0.0	0.015491239692599012	0.0	0.056687211136815095	0.10528527571533927	0.0	0.0	0.08544075303908967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0145997396936715	0.0	0.0	0.0	0.09331682842537524	0.0	0.0	0.0	0.0	0.16581143927692119	0.0	0.0	0.0	0.0	0.131256833623875	0.056687211136815095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01895183101829749	0.33725926664766315	0.0	0.0	0.056687211136815095	0.056687211136815095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38051480612575866	0.10528527571533927	0.10528527571533927	0.10528527571533927	0.0	0.0	0.0502432151089148	0.0	0.056687211136815095	0.0	0.0	0.10528527571533927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14809131590518396	0.0	0.0	0.03528071968839054	0.0	0.04172471571629083	0.0	0.0	0.38051480612575866	0.0	0.0	0.0	0.01889573704560503	0.0	0.015491239692599012	0.0	0.25362102603178455	0.0	0.0	0.0	0.0	0.0	0.0	0.10528527571533927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017529970342163904	0.10528527571533927	0.0	0.0	0.04647371907779704	0.0	0.0	0.0	0.10528527571533927	0.0	0.0	0.0	0.0	0.0
CAROU1501728_acpa-rejette	acpa-rejette	0.0	0.004926662911109859	0.0	0.0	0.0	0.0	0.0	0.04955989782171785	0.0	0.11296427323260137	0.11296427323260137	0.0	0.0	0.011913795706607305	0.0	0.008097217520900953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009219690599358938	0.0	0.0	0.031256272980207264	0.11296427323260137	0.0	0.0	0.0	0.0	0.0	0.004243706516510871	0.0	0.0	0.04396419693524306	0.0	0.004926662911109859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031256272980207264	0.0	0.0	0.0	0.0	0.0	0.0	0.004023843665506477	0.11296427323260137	0.0	0.0	0.0	0.0	0.0	0.11296427323260137	0.031256272980207264	0.0	0.0	0.0	0.0	0.11296427323260137	0.0	0.01682885791712654	0.01682885791712654	0.009219690599358938	0.0	0.0	0.0	0.0	0.0	0.006347875445170905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028618198300212127	0.0	0.0	0.0	0.0	0.01682885791712654	0.0	0.0	0.0	0.0	0.014387895806151218	0.01682885791712654	0.01682885791712654	0.03730630495131529	0.01682885791712654	0.0	0.0	0.031256272980207264	0.0	0.007734820834282087	0.0	0.0	0.11296427323260137	0.11296427323260137	0.03730630495131529	0.0	0.0	0.0	0.0	0.2131315769372164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012788294603236449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04396419693524306	0.0	0.0	0.014779988733329578	0.0	0.01682885791712654	0.0	0.0	0.0	0.0	0.0	0.0	0.004926662911109859	0.0	0.004243706516510871	0.0	0.0	0.0	0.0	0.0	0.0	0.11296427323260137	0.0	0.0	0.0	0.0	0.2131315769372164	0.0	0.0	0.0	0.0	0.0	0.0	0.006347875445170905	0.0	0.0	0.0	0.01682885791712654	0.0	0.0	0.0	0.0	0.11296427323260137	0.11296427323260137	0.0	0.0	0.031256272980207264
CAAIX1416771_acpa-rejette	acpa-rejette	0.0	0.009984665114482379	0.0	0.0	0.0	0.0	0.0	0.10095338264528668	0.0	0.0	0.0	0.23010793004298874	0.23010793004298874	0.021205585243863605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01878048571238909	0.0	0.0	0.0636689465661821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08955495452921196	0.0	0.011426779899764995	0.0636689465661821	0.03428033969929499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009984665114482379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08761614798801716	0.0	0.0	0.0	0.0	0.08955495452921196	0.0	0.027423246130069533	0.015023826678814746	0.0636689465661821	0.0	0.09046477911422579	0.07599284591707701	0.0	0.01129870086620222	0.0	0.0	0.0	0.03428033969929499	0.03428033969929499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4341484665230159	0.03428033969929499	0.0	0.0	0.0	0.0	0.0	0.0	0.029953995343447143	0.06640218191251575	0.0	0.0	0.0	0.0	0.0	0.012604176501760201	0.02213406063750525	0.0	0.0	0.0	0.06640218191251575	0.0	0.0636689465661821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02446831179872092	0.0	0.0	0.0	0.23010793004298874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09046477911422579	0.0	0.0	0.0	0.0	0.009984665114482379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03428033969929499	0.0	0.23010793004298874	0.0	0.0	0.0	0.0	0.0	0.01129870086620222	0.0	0.08955495452921196	0.0636689465661821	0.029953995343447143	0.0	0.12482377800461998	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAROU1406104_acpa-rejette	acpa-rejette	0.0	0.004867041357904334	0.0	0.0	0.030511072822839012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009580308982060708	0.0	0.007999226508739266	0.0	0.027118698257081377	0.0	0.0	0.0	0.0	0.1102710220492875	0.1102710220492875	0.016427630695438525	0.008999878247135128	0.0	0.0	0.0	0.0	0.0	0.0	0.1102710220492875	0.0	0.0	0.0045108953975615635	0.014601124073713006	0.0	0.042916019294375315	0.0	0.005475876898479508	0.0	0.0	0.0	0.0	0.0	0.024829840872461737	0.030511072822839012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004867041357904334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042916019294375315	0.0	0.016427630695438525	0.008999878247135128	0.0	0.0	0.043352020291195816	0.036416862235667376	0.0	0.006196531816207498	0.0	0.0	0.0	0.0	0.0	0.1102710220492875	0.0	0.0	0.0	0.0	0.027935894114731706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01740304365925171	0.016427630695438525	0.0	0.0	0.016427630695438525	0.05981734559974245	0.0	0.030511072822839012	0.0	0.007550410181528566	0.012138954078555792	0.0	0.0	0.0	0.0	0.030511072822839012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011970929956902703	0.0	0.1102710220492875	0.0	0.0	0.0	0.0	0.0	0.042916019294375315	0.0	0.025134286347712947	0.0	0.0	0.0	0.0	0.043352020291195816	0.09801053508731856	0.1102710220492875	0.20805017504472803	0.0	0.005475876898479508	0.0	0.0045108953975615635	0.1102710220492875	0.07349792781642993	0.0	0.0	0.1102710220492875	0.0	0.0	0.1102710220492875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20805017504472803	0.0	0.0	0.0	0.0	0.042916019294375315	0.030511072822839012	0.016427630695438525	0.0	0.0	0.0	0.0	0.0	0.0	0.030511072822839012	0.1102710220492875	0.030511072822839012
